"","county","state","trumptwoparty","median_house_inc","median_age","pct_female","pct_white","pct_black","pct_hispanic","pct_evangelical","unemployment","pct_manufacturing","pct_uninsured","pct_male_married","pct_female_married","pct_no_hs","pct_hs","pct_some_coll","pct_ba","pct_grad","pct_vet","pct_foreign_born","logtotalvotes"
"1","Autauga County, Alabama","AL",75.37747,51.281,37.700001,0.51599997,0.75800002,0.185,0.026000001,0.308,0.075999998,0.141,0.101,0.58200002,0.51700002,0.12800001,0.33500001,0.30399999,0.13500001,0.097000003,0.13500001,0.016000001,10.12555
"2","Baldwin County, Alabama","AL",79.792207,50.254,42.200001,0.51200002,0.83099997,0.094999999,0.045000002,0.233,0.075000003,0.093000002,0.13,0.56699997,0.51099998,0.105,0.28799999,0.31799999,0.193,0.097000003,0.13,0.035,11.463893
"3","Barbour County, Alabama","AL",52.823246,32.964,38.799999,0.46200001,0.46200001,0.46700001,0.046,0.32800001,0.176,0.21799999,0.155,0.41600001,0.414,0.26699999,0.345,0.26300001,0.075000003,0.050000001,0.096000001,0.027000001,9.2561741
"4","Bibb County, Alabama","AL",78.239667,38.678,38.900002,0.46599999,0.745,0.214,0.022,0.36899999,0.082999997,0.19499999,0.097000003,0.477,0.505,0.193,0.421,0.27900001,0.061000001,0.046,0.067000002,0.011,9.0846634
"5","Blount County, Alabama","AL",91.381168,45.813,40.700001,0.50599998,0.87900001,0.015,0.086000003,0.25600001,0.077,0.16,0.116,0.597,0.583,0.215,0.33399999,0.322,0.086000003,0.043000001,0.098999999,0.041000001,10.149879
"6","Bullock County, Alabama","AL",24.411134,31.938,39.299999,0.47,0.222,0.70700002,0.044,0.35800001,0.18000001,0.20100001,0.18099999,0.30599999,0.27000001,0.35100001,0.333,0.177,0.064999998,0.074000001,0.050999999,0.054000001,8.4574432
"7","Butler County, Alabama","AL",56.810015,32.229,40.5,0.53299999,0.53299999,0.43799999,0.012,0.42500001,0.109,0.199,0.123,0.484,0.39199999,0.222,0.377,0.25600001,0.083999999,0.061000001,0.093000002,0.0070000002,9.0747499
"8","Calhoun County, Alabama","AL",71.279848,41.703,39.099998,0.51800001,0.73000002,0.20299999,0.035,0.40000001,0.123,0.17299999,0.119,0.505,0.461,0.191,0.31799999,0.315,0.107,0.068000004,0.12,0.026000001,10.776119
"9","Chambers County, Alabama","AL",57.554853,34.177,43,0.523,0.57300001,0.403,0.0040000002,0.41499999,0.089000002,0.255,0.139,0.46399999,0.417,0.211,0.384,0.28999999,0.075999998,0.039999999,0.092,0.011,9.5396442
"10","Cherokee County, Alabama","AL",85.266668,36.296,45.400002,0.50099999,0.917,0.048,0.015,0.31,0.079000004,0.20999999,0.098999999,0.64899999,0.59399998,0.205,0.36399999,0.29300001,0.079000004,0.059,0.113,0.0099999998,9.2810783
"11","Chilton County, Alabama","AL",83.820587,41.627,38.799999,0.50700003,0.80500001,0.102,0.075999998,0.449,0.090999998,0.142,0.16,0.565,0.523,0.21600001,0.39199999,0.25099999,0.090999998,0.050000001,0.098999999,0.052999999,9.8184195
"12","Choctaw County, Alabama","AL",56.909215,33.536,44.900002,0.52399999,0.55900002,0.42899999,0.0040000002,0.62199998,0.13600001,0.18799999,0.134,0.52700001,0.44400001,0.236,0.368,0.278,0.074000001,0.045000002,0.082999997,0.0020000001,8.8945332
"13","Clarke County, Alabama","AL",55.396074,32.011,41.099998,0.528,0.53399998,0.45300001,0.003,0.514,0.19400001,0.219,0.152,0.50199997,0.414,0.19499999,0.43900001,0.237,0.083999999,0.045000002,0.071999997,0.0049999999,9.4750862
"14","Clay County, Alabama","AL",80.916381,35.327,43.799999,0.50700003,0.79900002,0.14399999,0.032000002,0.40799999,0.093999997,0.30899999,0.14399999,0.52999997,0.51599997,0.249,0.36300001,0.292,0.057999998,0.037999999,0.107,0.021,8.7984543
"15","Cleburne County, Alabama","AL",89.39206,38.056,41.299999,0.51099998,0.92500001,0.028999999,0.023,0.32300001,0.082999997,0.198,0.13699999,0.597,0.53899997,0.249,0.38299999,0.248,0.068999998,0.050999999,0.068000004,0.015,8.7937641
"16","Coffee County, Alabama","AL",78.995818,46.729,38.799999,0.505,0.71499997,0.17200001,0.064000003,0.42399999,0.071000002,0.119,0.116,0.52700001,0.495,0.154,0.29499999,0.31299999,0.152,0.086000003,0.177,0.041999999,9.9411201
"17","Colbert County, Alabama","AL",69.606781,40.576,42.200001,0.51700002,0.78899997,0.156,0.024,0.40900001,0.090000004,0.185,0.111,0.546,0.47999999,0.161,0.345,0.30700001,0.113,0.072999999,0.094999999,0.018999999,10.123225
"18","Conecuh County, Alabama","AL",52.615386,24.9,43.700001,0.51999998,0.50999999,0.447,0.016000001,0.27900001,0.226,0.171,0.208,0.505,0.43799999,0.219,0.44499999,0.25400001,0.045000002,0.037,0.097000003,0.0099999998,8.7925501
"19","Coosa County, Alabama","AL",65.485185,31.212,45.099998,0.49399999,0.65200001,0.30700001,0.021,0.223,0.17,0.22499999,0.155,0.44100001,0.45300001,0.259,0.37599999,0.28,0.050999999,0.034000002,0.093999997,0.017999999,8.5663643
"20","Covington County, Alabama","AL",84.751499,36.444,42.599998,0.51599997,0.833,0.13,0.015,0.38699999,0.112,0.16,0.133,0.55000001,0.5,0.20200001,0.336,0.31900001,0.096000001,0.046999998,0.109,0.011,9.6765871
"21","Crenshaw County, Alabama","AL",73.061359,36.022,41.299999,0.50800002,0.70499998,0.235,0.017000001,0.45100001,0.097000003,0.21799999,0.123,0.495,0.46000001,0.22,0.38,0.257,0.1,0.043000001,0.086000003,0.024,8.7430534
"22","Cullman County, Alabama","AL",89.675701,38.971,40.5,0.505,0.92199999,0.011,0.043000001,0.36899999,0.072999999,0.163,0.15000001,0.60100001,0.55199999,0.182,0.347,0.32600001,0.090999998,0.054000001,0.090999998,0.025,10.541994
"23","Dale County, Alabama","AL",75.78069,45.028,36.799999,0.505,0.69800001,0.19400001,0.059999999,0.25099999,0.109,0.105,0.134,0.52700001,0.486,0.146,0.322,0.368,0.108,0.055,0.183,0.032000002,9.8388958
"24","Dallas County, Alabama","AL",31.081879,27.306,38.700001,0.53899997,0.28600001,0.69199997,0.003,0.528,0.164,0.19400001,0.14,0.38100001,0.296,0.219,0.34599999,0.294,0.082000002,0.059,0.081,0.0080000004,9.8411865
"25","DeKalb County, Alabama","AL",85.527629,38.192,39.299999,0.50099999,0.80900002,0.017999999,0.14,0.33000001,0.077,0.27599999,0.169,0.54100001,0.52899998,0.27599999,0.352,0.25999999,0.063000001,0.048999999,0.077,0.075999998,10.159137
"26","Elmore County, Alabama","AL",76.597279,53.555,37.900002,0.51300001,0.736,0.20999999,0.028000001,0.338,0.082999997,0.12,0.093999997,0.50599998,0.51300001,0.134,0.354,0.29800001,0.134,0.079999998,0.12,0.021,10.525676
"27","Escambia County, Alabama","AL",68.32875,32.33,40.299999,0.48500001,0.60699999,0.33399999,0.012,0.41,0.156,0.149,0.185,0.43799999,0.442,0.20100001,0.421,0.252,0.083999999,0.041999999,0.090999998,0.0060000001,9.6054182
"28","Etowah County, Alabama","AL",75.599951,39.22,40.799999,0.51599997,0.78500003,0.154,0.035999998,0.45100001,0.090000004,0.189,0.131,0.514,0.48899999,0.175,0.31900001,0.345,0.101,0.059999999,0.097000003,0.027000001,10.695665
"29","Fayette County, Alabama","AL",83.131039,34.68,43.200001,0.498,0.85299999,0.12,0.0070000002,0.359,0.1,0.234,0.094999999,0.54299998,0.52999997,0.22400001,0.38800001,0.24600001,0.083999999,0.057,0.093000002,0.0040000002,9.0178471
"30","Franklin County, Alabama","AL",81.162649,35.372,38.799999,0.51599997,0.78500003,0.041000001,0.15700001,0.331,0.097999997,0.32100001,0.15800001,0.52499998,0.48100001,0.25400001,0.375,0.257,0.074000001,0.039999999,0.059,0.088,9.3959894
"31","Geneva County, Alabama","AL",86.761004,36.024,42.200001,0.509,0.83999997,0.086999997,0.035999998,0.36500001,0.112,0.121,0.154,0.55599999,0.49200001,0.20999999,0.37099999,0.296,0.093000002,0.029999999,0.107,0.027000001,9.3722887
"32","Greene County, Alabama","AL",17.274788,20.541,42.400002,0.52899998,0.178,0.80599999,0.0070000002,0.44,0.204,0.191,0.146,0.34400001,0.27900001,0.241,0.389,0.25999999,0.078000002,0.032000002,0.07,0.0020000001,8.4929008
"33","Hale County, Alabama","AL",39.921993,32.714,40.200001,0.52899998,0.40000001,0.58200002,0.011,0.484,0.133,0.17399999,0.123,0.46900001,0.36399999,0.193,0.42899999,0.23899999,0.098999999,0.039999999,0.071999997,0.0099999998,8.9921846
"34","Henry County, Alabama","AL",71.075213,41.997,43,0.52100003,0.68300003,0.28400001,0.025,0.38100001,0.081,0.131,0.123,0.54900002,0.51599997,0.212,0.35499999,0.26800001,0.093999997,0.071000002,0.093000002,0.014,8.9961567
"35","Houston County, Alabama","AL",74.236566,41.571,39,0.52100003,0.67699999,0.26199999,0.032000002,0.37099999,0.082999997,0.097000003,0.12800001,0.50199997,0.44,0.153,0.331,0.31,0.133,0.072999999,0.115,0.024,10.660524
"36","Jackson County, Alabama","AL",81.946427,37.745,42.200001,0.50700003,0.89399999,0.030999999,0.027000001,0.28400001,0.101,0.25400001,0.14300001,0.56599998,0.54000002,0.23100001,0.398,0.24600001,0.077,0.046999998,0.082999997,0.023,9.9515152
"37","Jefferson County, Alabama","AL",46.210238,45.61,37.400002,0.52700001,0.50999999,0.42199999,0.037999999,0.36000001,0.090999998,0.086000003,0.118,0.47499999,0.40700001,0.116,0.26499999,0.31200001,0.186,0.121,0.082999997,0.039999999,12.625411
"38","Lamar County, Alabama","AL",84.89576,35.45,43.700001,0.51700002,0.86000001,0.111,0.014,0.461,0.102,0.20200001,0.133,0.63200003,0.60100001,0.226,0.37099999,0.28799999,0.068000004,0.046999998,0.093000002,0.0080000004,8.8487968
"39","Lauderdale County, Alabama","AL",73.707432,43.125,41.099998,0.52100003,0.84899998,0.098999999,0.024,0.34400001,0.071000002,0.13600001,0.113,0.55800003,0.493,0.15700001,0.34099999,0.28400001,0.12800001,0.090000004,0.089000002,0.018999999,10.584688
"40","Lawrence County, Alabama","AL",74.917012,40.003,41.700001,0.51099998,0.76499999,0.114,0.021,0.38,0.097999997,0.26300001,0.114,0.56599998,0.523,0.211,0.40599999,0.271,0.077,0.034000002,0.074000001,0.0070000002,9.6043396
"41","Lee County, Alabama","AL",61.985427,44.57,30.299999,0.50800002,0.68199998,0.23,0.037,0.20200001,0.072999999,0.121,0.105,0.45100001,0.421,0.114,0.255,0.29100001,0.19499999,0.146,0.086000003,0.055,10.988524
"42","Limestone County, Alabama","AL",75.430131,49.57,39,0.49700001,0.77399999,0.12800001,0.057999998,0.39500001,0.078000002,0.15899999,0.126,0.55199999,0.53899997,0.169,0.32100001,0.278,0.152,0.079999998,0.097999997,0.046999998,10.603958
"43","Lowndes County, Alabama","AL",26.394331,25.876,39.5,0.523,0.25299999,0.741,0.003,0.51099998,0.132,0.23,0.13600001,0.38,0.31999999,0.259,0.35299999,0.24699999,0.102,0.039000001,0.059,0.003,8.8074722
"44","Macon County, Alabama","AL",15.905301,30.738,37.5,0.542,0.161,0.80900002,0.016000001,0.23199999,0.169,0.147,0.124,0.333,0.26800001,0.186,0.30899999,0.31200001,0.109,0.083999999,0.088,0.013,9.1204157
"45","Madison County, Alabama","AL",58.762521,57.993,37.799999,0.51099998,0.65600002,0.23899999,0.046999998,0.28600001,0.085000001,0.116,0.119,0.51800001,0.47999999,0.093000002,0.213,0.30000001,0.24699999,0.146,0.124,0.054000001,12.003889
"46","Marengo County, Alabama","AL",48.239306,32.042,42.200001,0.53500003,0.458,0.51300001,0.023,0.64499998,0.114,0.184,0.12,0.49399999,0.40099999,0.154,0.41999999,0.27399999,0.097000003,0.056000002,0.061999999,0.011,9.3051052
"47","Marion County, Alabama","AL",88.729733,32.299,44.099998,0.50599998,0.91799998,0.037,0.024,0.377,0.098999999,0.192,0.118,0.60100001,0.55299997,0.219,0.345,0.32100001,0.074000001,0.041999999,0.086999997,0.017000001,9.4714727
"48","Marshall County, Alabama","AL",85.601759,38.983,38.799999,0.50800002,0.82700002,0.018999999,0.127,0.285,0.083999999,0.205,0.169,0.54900002,0.50599998,0.22499999,0.31900001,0.28999999,0.107,0.059,0.093000002,0.077,10.472092
"49","Mobile County, Alabama","AL",56.852877,43.809,37,0.52200001,0.58099997,0.34999999,0.026000001,0.28299999,0.097999997,0.12,0.142,0.47600001,0.42300001,0.147,0.32800001,0.30500001,0.146,0.072999999,0.097999997,0.030999999,12.059525
"50","Monroe County, Alabama","AL",57.223266,27.257,41.099998,0.52100003,0.54799998,0.41800001,0.011,0.53299999,0.207,0.197,0.169,0.472,0.44499999,0.192,0.447,0.23899999,0.079999998,0.041999999,0.07,0.0020000001,9.2370796
"51","Montgomery County, Alabama","AL",36.594239,44.369,35.200001,0.52499998,0.36899999,0.55800003,0.034000002,0.31600001,0.088,0.11,0.12899999,0.43700001,0.359,0.146,0.25999999,0.28200001,0.192,0.119,0.109,0.043000001,11.470832
"52","Morgan County, Alabama","AL",76.910138,45.751,39.5,0.509,0.76800001,0.121,0.078000002,0.36399999,0.098999999,0.2,0.147,0.53200001,0.49700001,0.17200001,0.31,0.30500001,0.14399999,0.068999998,0.097000003,0.046999998,10.832576
"53","Perry County, Alabama","AL",26.897344,24.537,36.299999,0.537,0.30000001,0.68000001,0.0089999996,0.197,0.112,0.189,0.14399999,0.34,0.226,0.25400001,0.38600001,0.227,0.071999997,0.061000001,0.079000004,0.0049999999,8.5713024
"54","Pickens County, Alabama","AL",57.870173,30.33,42.400002,0.514,0.55199999,0.42300001,0.016000001,0.46799999,0.138,0.19599999,0.13,0.45699999,0.421,0.213,0.42199999,0.266,0.067000002,0.032000002,0.089000002,0.011,9.1634588
"55","Pike County, Alabama","AL",60.34199,32.825,31.299999,0.523,0.57099998,0.382,0.0089999996,0.30599999,0.102,0.163,0.107,0.42399999,0.37599999,0.20299999,0.33899999,0.22499999,0.14300001,0.090999998,0.079000004,0.032000002,9.4855452
"56","Randolph County, Alabama","AL",77.080834,36.924,42.799999,0.50999999,0.75199997,0.19599999,0.028999999,0.31099999,0.103,0.27500001,0.14300001,0.57099998,0.49399999,0.243,0.35600001,0.25099999,0.094999999,0.056000002,0.097000003,0.017999999,9.2288675
"57","Russell County, Alabama","AL",49.018043,37.049,34.799999,0.514,0.498,0.41600001,0.048,0.456,0.111,0.12,0.163,0.477,0.40799999,0.177,0.31400001,0.338,0.107,0.064000003,0.14,0.025,9.8655777
"58","St. Clair County, Alabama","AL",84.991944,51.859,39.799999,0.498,0.86299998,0.093999997,0.022,0.27000001,0.083999999,0.15099999,0.106,0.57099998,0.54100001,0.168,0.35499999,0.31999999,0.098999999,0.056000002,0.098999999,0.017999999,10.555813
"59","Shelby County, Alabama","AL",76.064879,70.187,37.900002,0.51300001,0.78799999,0.117,0.057999998,0.26699999,0.055,0.081,0.089000002,0.60699999,0.54400003,0.086000003,0.214,0.292,0.26899999,0.138,0.086000003,0.056000002,11.525388
"60","Sumter County, Alabama","AL",24.988146,19.501,36.700001,0.55699998,0.248,0.72399998,0.0040000002,0.50300002,0.168,0.139,0.192,0.338,0.252,0.21699999,0.405,0.215,0.097999997,0.064999998,0.059999999,0.015,8.7657709
"61","Talladega County, Alabama","AL",62.972355,35.155,40.900002,0.51499999,0.63700002,0.31900001,0.022,0.40099999,0.138,0.226,0.127,0.49200001,0.44999999,0.207,0.36300001,0.29899999,0.082000002,0.050000001,0.093000002,0.016000001,10.416521
"62","Tallapoosa County, Alabama","AL",71.124363,39.206,42.799999,0.52399999,0.69,0.27399999,0.025,0.43099999,0.090000004,0.236,0.119,0.52499998,0.48100001,0.20200001,0.34400001,0.28099999,0.113,0.059999999,0.102,0.015,9.8774519
"63","Tuscaloosa County, Alabama","AL",60.040259,46.565,31.9,0.51700002,0.63499999,0.30599999,0.032000002,0.31,0.075999998,0.134,0.103,0.442,0.40099999,0.13,0.30500001,0.28,0.176,0.109,0.067000002,0.035,11.322975
"64","Walker County, Alabama","AL",84.365332,35.843,42.400002,0.514,0.89600003,0.057,0.023,0.42899999,0.114,0.109,0.13500001,0.52899998,0.49200001,0.21699999,0.36500001,0.31,0.064999998,0.043000001,0.094999999,0.013,10.291196
"65","Washington County, Alabama","AL",71.791828,42.811,40.900002,0.50099999,0.65200001,0.249,0.013,0.602,0.2,0.237,0.155,0.53799999,0.51200002,0.19499999,0.461,0.245,0.067000002,0.032000002,0.067000002,0.0070000002,9.0516958
"66","Wilcox County, Alabama","AL",28.646603,23.75,40.200001,0.52100003,0.27399999,0.72000003,0.0060000001,0.486,0.208,0.161,0.164,0.359,0.308,0.226,0.41299999,0.235,0.081,0.044,0.063000001,0,8.7198076
"67","Winston County, Alabama","AL",91.366339,33.194,43.900002,0.50800002,0.94300002,0.0049999999,0.028000001,0.27900001,0.096000001,0.22,0.134,0.54000002,0.51300001,0.25600001,0.33700001,0.29300001,0.068000004,0.046,0.082000002,0.012,9.2411604
"68","Apache County, Arizona","AZ",32.539588,31.757,33.400002,0.50599998,0.193,0.0060000001,0.063000001,0.044,0.182,0.018999999,0.23899999,0.361,0.33500001,0.23199999,0.33399999,0.32600001,0.068999998,0.039000001,0.068999998,0.02,10.20799
"69","Cochise County, Arizona","AZ",61.68372,45.075,40,0.49000001,0.56699997,0.035999998,0.33899999,0.071000002,0.086999997,0.037999999,0.115,0.491,0.51800001,0.134,0.234,0.40400001,0.145,0.083999999,0.193,0.114,10.807382
"70","Coconino County, Arizona","AZ",39.445359,50.234,30.799999,0.50599998,0.54699999,0.014,0.138,0.063000001,0.088,0.066,0.182,0.417,0.40700001,0.116,0.213,0.33500001,0.19499999,0.141,0.075999998,0.054000001,10.975756
"71","Gila County, Arizona","AZ",66.943592,39.751,48.599998,0.50300002,0.63700002,0.0060000001,0.186,0.071000002,0.12800001,0.041999999,0.15099999,0.51599997,0.50199997,0.16,0.30000001,0.373,0.097000003,0.07,0.138,0.043000001,10.01288
"72","Graham County, Arizona","AZ",70.85467,45.964,32,0.46399999,0.51700002,0.018999999,0.31799999,0.052999999,0.141,0.037,0.132,0.43900001,0.479,0.152,0.329,0.38699999,0.081,0.050999999,0.089000002,0.048,9.4037666
"73","Greenlee County, Arizona","AZ",63.404828,51.628,33,0.47400001,0.472,0.014,0.47,0.078000002,0.1,0.017000001,0.134,0.47299999,0.52100003,0.14300001,0.375,0.37400001,0.082000002,0.026000001,0.112,0.046,8.0925455
"74","La Paz County, Arizona","AZ",71.764076,34.466,54.799999,0.49000001,0.59899998,0.0020000001,0.255,0.082000002,0.112,0.037999999,0.13699999,0.55599999,0.52499998,0.241,0.366,0.294,0.064000003,0.035,0.152,0.127,8.6788015
"75","Maricopa County, Arizona","AZ",51.532614,54.229,35.599998,0.50599998,0.57300001,0.048999999,0.301,0.052999999,0.077,0.078000002,0.152,0.484,0.45699999,0.132,0.23,0.333,0.19499999,0.11,0.088,0.148,14.253183
"76","Mohave County, Arizona","AZ",76.953143,38.488,49.200001,0.49700001,0.78200001,0.0099999998,0.156,0.068000004,0.132,0.057,0.156,0.495,0.495,0.16,0.35699999,0.36500001,0.075999998,0.041999999,0.154,0.072999999,11.281573
"77","Navajo County, Arizona","AZ",55.559456,35.921,35.700001,0.49900001,0.426,0.0049999999,0.111,0.068999998,0.198,0.039999999,0.178,0.46399999,0.43599999,0.185,0.29499999,0.37200001,0.090000004,0.057999998,0.090999998,0.027000001,10.587947
"78","Pima County, Arizona","AZ",42.70153,46.162,38,0.50800002,0.537,0.033,0.35699999,0.054000001,0.1,0.068999998,0.133,0.46399999,0.435,0.124,0.228,0.345,0.177,0.126,0.114,0.12899999,12.939445
"79","Pinal County, Arizona","AZ",60.325074,49.477,37.599998,0.47999999,0.57999998,0.044,0.29100001,0.041999999,0.106,0.097000003,0.132,0.50099999,0.49700001,0.15000001,0.301,0.36899999,0.117,0.063000001,0.12,0.101,11.761768
"80","Santa Cruz County, Arizona","AZ",25.001603,40.14,36.5,0.52100003,0.156,0.0020000001,0.82800001,0.039000001,0.113,0.061999999,0.178,0.56999999,0.49599999,0.26800001,0.25299999,0.259,0.146,0.075000003,0.063000001,0.336,9.698123
"81","Yavapai County, Arizona","AZ",66.713428,44.748,51.299999,0.51099998,0.81099999,0.0060000001,0.141,0.082000002,0.1,0.048999999,0.134,0.55599999,0.51599997,0.103,0.25600001,0.384,0.161,0.096000001,0.153,0.067000002,11.636522
"82","Yuma County, Arizona","AZ",90.148938,40.743,33.799999,0.48899999,0.33500001,0.018999999,0.611,0.052000001,0.131,0.041999999,0.19400001,0.56,0.55500001,0.289,0.25,0.317,0.093999997,0.050000001,0.1,0.26300001,12.438834
"83","Arkansas County, Arkansas","AR",66.365999,36.411,41.400002,0.523,0.70300001,0.25299999,0.028999999,0.33199999,0.082999997,0.259,0.127,0.528,0.47,0.17900001,0.42500001,0.27200001,0.082999997,0.041000001,0.086999997,0.02,8.7342386
"84","Ashley County, Arkansas","AR",68.912989,34.263,41.400002,0.51999998,0.67900002,0.25999999,0.050999999,0.41299999,0.118,0.185,0.14300001,0.54699999,0.514,0.15099999,0.414,0.303,0.090000004,0.041999999,0.082000002,0.024,8.9975185
"85","Baxter County, Arkansas","AR",77.884459,35.396,51.5,0.51700002,0.95300001,0.003,0.018999999,0.26899999,0.075999998,0.17200001,0.108,0.60399997,0.54799998,0.126,0.35600001,0.34,0.131,0.048,0.155,0.024,9.8917189
"86","Benton County, Arkansas","AR",68.489808,56.239,35,0.50599998,0.75,0.015,0.16,0.214,0.041999999,0.142,0.13,0.60900003,0.58899999,0.132,0.308,0.25799999,0.199,0.103,0.090999998,0.114,11.48065
"87","Boone County, Arkansas","AR",80.700481,39.251,41.400002,0.51300001,0.94499999,0.0040000002,0.022,0.42399999,0.083999999,0.108,0.12899999,0.61000001,0.54699999,0.142,0.359,0.352,0.093000002,0.054000001,0.117,0.012,9.6872578
"88","Bradley County, Arkansas","AR",62.166047,33.701,40.599998,0.50599998,0.56999999,0.28600001,0.14,0.419,0.093999997,0.15800001,0.16,0.54500002,0.49000001,0.205,0.421,0.245,0.092,0.037999999,0.081,0.064999998,8.2033043
"89","Calhoun County, Arkansas","AR",70.888382,36.899,44.900002,0.48699999,0.73000002,0.222,0.035,0.58499998,0.071999997,0.25299999,0.141,0.56999999,0.54299998,0.193,0.493,0.20999999,0.072999999,0.032000002,0.093999997,0.0060000001,7.7270947
"90","Carroll County, Arkansas","AR",67.002368,36.897,44.200001,0.50999999,0.81599998,0.0040000002,0.14300001,0.205,0.061999999,0.25299999,0.176,0.588,0.53600001,0.168,0.34999999,0.315,0.105,0.061999999,0.121,0.082000002,9.2834053
"91","Chicot County, Arkansas","AR",42.203641,28.913,43.400002,0.509,0.39500001,0.53899997,0.052999999,0.447,0.115,0.11,0.149,0.45500001,0.44299999,0.211,0.44600001,0.233,0.079999998,0.030999999,0.085000001,0.028999999,8.3371096
"92","Clark County, Arkansas","AR",54.885346,35.031,34,0.52600002,0.69599998,0.23899999,0.043000001,0.435,0.083999999,0.14399999,0.123,0.46399999,0.40099999,0.132,0.336,0.294,0.141,0.097999997,0.093999997,0.027000001,9.0508757
"93","Clay County, Arkansas","AR",75.923693,32.552,43.799999,0.50700003,0.95999998,0.0040000002,0.017000001,0.255,0.094999999,0.199,0.15700001,0.55800003,0.49000001,0.214,0.43799999,0.23899999,0.075000003,0.034000002,0.097999997,0.013,8.5564137
"94","Cleburne County, Arkansas","AR",81.823689,42.905,47.099998,0.50099999,0.95099998,0.0049999999,0.024,0.259,0.102,0.13699999,0.15700001,0.59299999,0.54799998,0.15000001,0.39199999,0.28999999,0.106,0.061999999,0.141,0.014,9.3997202
"95","Cleveland County, Arkansas","AR",77.299845,43.158,42.400002,0.50199997,0.85000002,0.11,0.02,0.412,0.097000003,0.148,0.111,0.60100001,0.56400001,0.138,0.44800001,0.26100001,0.108,0.045000002,0.104,0.016000001,8.1179085
"96","Columbia County, Arkansas","AR",63.471383,36.619,36,0.52399999,0.59200001,0.35499999,0.027000001,0.51300001,0.101,0.2,0.12800001,0.50099999,0.447,0.15800001,0.382,0.259,0.133,0.067000002,0.079000004,0.032000002,9.0923452
"97","Conway County, Arkansas","AR",64.610261,37.732,40.700001,0.50999999,0.81800002,0.12,0.039000001,0.31600001,0.081,0.12899999,0.124,0.57800001,0.50800002,0.15700001,0.421,0.257,0.111,0.054000001,0.090999998,0.021,8.9780302
"98","Craighead County, Arkansas","AR",68.477416,42.475,33.5,0.51300001,0.78299999,0.13699999,0.046999998,0.28200001,0.075000003,0.12899999,0.15099999,0.50999999,0.46200001,0.125,0.32800001,0.29300001,0.161,0.093999997,0.075999998,0.037999999,10.479342
"99","Crawford County, Arkansas","AR",78.804195,41.268,38.799999,0.50999999,0.85900003,0.011,0.066,0.32100001,0.079000004,0.167,0.146,0.60399997,0.55800003,0.145,0.38699999,0.32300001,0.101,0.044,0.111,0.041999999,10.019046
"100","Crittenden County, Arkansas","AR",45.297256,38.004,34.599998,0.528,0.44400001,0.50700003,0.023,0.294,0.098999999,0.119,0.142,0.435,0.37599999,0.189,0.36300001,0.28299999,0.117,0.046999998,0.092,0.017000001,9.6773396
"101","Cross County, Arkansas","AR",69.633907,38.103,40.099998,0.51999998,0.736,0.228,0.017000001,0.403,0.086000003,0.106,0.13699999,0.565,0.498,0.199,0.458,0.206,0.090999998,0.046999998,0.090000004,0.0060000001,8.8355017
"102","Dallas County, Arkansas","AR",56.432313,34.084,43.400002,0.50700003,0.537,0.40900001,0.028000001,0.58499998,0.082999997,0.199,0.14300001,0.54100001,0.50800002,0.169,0.505,0.19499999,0.093999997,0.035999998,0.090000004,0.028000001,7.9269633
"103","Desha County, Arkansas","AR",46.274415,27.197,39.400002,0.53600001,0.46399999,0.47799999,0.046,0.40700001,0.177,0.11,0.15899999,0.5,0.39300001,0.22499999,0.40400001,0.25099999,0.075000003,0.044,0.078000002,0.027000001,8.3563204
"104","Drew County, Arkansas","AR",62.655932,32.819,37.5,0.50800002,0.66900003,0.28799999,0.028999999,0.41499999,0.14300001,0.121,0.155,0.52899998,0.48699999,0.17399999,0.35499999,0.266,0.13600001,0.068999998,0.064999998,0.016000001,8.7940674
"105","Faulkner County, Arkansas","AR",66.733372,51.223,31.6,0.50999999,0.81400001,0.113,0.039999999,0.28,0.066,0.090000004,0.124,0.49599999,0.484,0.090999998,0.30599999,0.31900001,0.18000001,0.103,0.090000004,0.028999999,10.769053
"106","Franklin County, Arkansas","AR",78.550273,39.285,40.400002,0.50800002,0.92799997,0.0070000002,0.027000001,0.229,0.11,0.182,0.126,0.55199999,0.55000001,0.17900001,0.40400001,0.294,0.079999998,0.044,0.116,0.012,8.8202562
"107","Fulton County, Arkansas","AR",76.48744,37.066,48,0.505,0.95899999,0.001,0.012,0.233,0.075999998,0.093000002,0.133,0.61699998,0.62599999,0.145,0.43000001,0.31900001,0.072999999,0.034000002,0.123,0.015,8.470521
"108","Garland County, Arkansas","AR",67.938435,38.733,44.099998,0.51599997,0.82999998,0.082999997,0.052000001,0.27399999,0.092,0.075000003,0.164,0.537,0.484,0.119,0.322,0.34599999,0.132,0.082000002,0.125,0.032000002,10.61656
"109","Grant County, Arkansas","AR",80.656523,46.171,39.599998,0.50800002,0.93099999,0.037999999,0.012,0.34400001,0.093999997,0.17,0.108,0.58899999,0.56900001,0.111,0.43099999,0.287,0.114,0.057,0.102,0.015,8.9152975
"110","Greene County, Arkansas","AR",77.731854,41.286,38.299999,0.505,0.94499999,0.0089999996,0.026000001,0.31099999,0.090000004,0.23,0.13600001,0.55599999,0.50800002,0.161,0.43099999,0.255,0.102,0.050999999,0.106,0.0099999998,9.5887766
